review_text,preprocessed_review_text,review_rating,review_year,branch
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,4 stars,2020,moa
,,4 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2021,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2022,moa
,,4 stars,2021,moa
,,5 stars,2022,moa
,,3 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,3 stars,2019,moa
,,5 stars,2021,moa
,,5 stars,2023,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2018,moa
,,3 stars,2023,moa
,,4 stars,2019,moa
,,3 stars,2021,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2020,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,3 stars,2022,moa
,,5 stars,2020,moa
,,5 stars,2021,moa
,,5 stars,2024,moa
,,5 stars,2020,moa
,,4 stars,2024,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2019,moa
,,4 stars,2020,moa
,,3 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2019,moa
,,4 stars,2021,moa
,,5 stars,2022,moa
,,3 stars,2020,moa
,,5 stars,2018,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2024,moa
,,3 stars,2020,moa
,,5 stars,2017,moa
,,4 stars,2019,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2021,moa
,,1 star,2020,moa
,,4 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2022,moa
,,5 stars,2021,moa
,,4 stars,2021,moa
,,5 stars,2020,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,3 stars,2023,moa
,,5 stars,2024,moa
,,5 stars,2018,moa
,,5 stars,2022,moa
,,1 star,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,3 stars,2019,moa
,,4 stars,2023,moa
,,5 stars,2017,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,3 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2019,moa
,,5 stars,2019,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,4 stars,2021,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,1 star,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2019,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,1 star,2019,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,3 stars,2020,moa
,,5 stars,2021,moa
,,4 stars,2019,moa
,,1 star,2023,moa
,,1 star,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,1 star,2023,moa
,,5 stars,2019,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,3 stars,2019,moa
,,5 stars,2020,moa
,,5 stars,2022,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,3 stars,2019,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2019,moa
,,5 stars,2020,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,4 stars,2023,moa
,,3 stars,2021,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2019,moa
,,3 stars,2021,moa
,,3 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,3 stars,2022,moa
,,5 stars,2020,moa
,,4 stars,2019,moa
,,4 stars,2020,moa
,,3 stars,2020,moa
,,5 stars,2021,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,4 stars,2020,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,3 stars,2022,moa
,,5 stars,2020,moa
,,5 stars,2020,moa
,,5 stars,2021,moa
,,5 stars,2018,moa
,,2 stars,2019,moa
,,5 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2020,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2017,moa
,,5 stars,2022,moa
,,3 stars,2020,moa
,,5 stars,2021,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,4 stars,2023,moa
,,4 stars,2019,moa
,,4 stars,2023,moa
,,3 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,3 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2019,moa
,,1 star,2020,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,4 stars,2018,moa
,,5 stars,2020,moa
,,5 stars,2020,moa
,,5 stars,2021,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,4 stars,2019,moa
,,4 stars,2022,moa
,,5 stars,2020,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2024,moa
,,4 stars,2021,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2019,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,4 stars,2021,moa
,,4 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,4 stars,2024,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,3 stars,2019,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2023,moa
,,3 stars,2023,moa
,,3 stars,2022,moa
,,4 stars,2023,moa
,,4 stars,2023,moa
,,1 star,2018,moa
,,5 stars,2021,moa
,,4 stars,2020,moa
,,5 stars,2020,moa
,,4 stars,2019,moa
,,4 stars,2019,moa
,,5 stars,2019,moa
,,3 stars,2020,moa
,,5 stars,2022,moa
,,4 stars,2021,moa
,,4 stars,2020,moa
,,5 stars,2020,moa
,,3 stars,2020,moa
,,5 stars,2022,moa
,,4 stars,2020,moa
,,5 stars,2021,moa
,,5 stars,2020,moa
,,5 stars,2020,moa
,,1 star,2020,moa
,,4 stars,2023,moa
,,2 stars,2021,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,4 stars,2020,moa
,,3 stars,2021,moa
,,1 star,2023,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2019,moa
,,4 stars,2021,moa
,,5 stars,2023,moa
,,3 stars,2021,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,5 stars,2020,moa
,,5 stars,2022,moa
,,5 stars,2018,moa
,,5 stars,2024,moa
,,4 stars,2022,moa
,,5 stars,2016,moa
,,1 star,2024,moa
,,5 stars,2023,moa
,,4 stars,2021,moa
,,5 stars,2022,moa
,,5 stars,2020,moa
,,5 stars,2019,moa
,,4 stars,2023,moa
,,4 stars,2019,moa
,,5 stars,2019,moa
,,5 stars,2023,moa
,,3 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,4 stars,2023,moa
,,5 stars,2022,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,1 star,2023,moa
,,5 stars,2020,moa
,,3 stars,2020,moa
,,4 stars,2023,moa
,,5 stars,2022,moa
,,4 stars,2020,moa
,,5 stars,2020,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2022,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2021,moa
,,5 stars,2023,moa
,,4 stars,2021,moa
,,5 stars,2020,moa
,,4 stars,2021,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2022,moa
,,1 star,2021,moa
,,5 stars,2021,moa
,,5 stars,2020,moa
,,3 stars,2023,moa
,,3 stars,2023,moa
,,4 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2020,moa
,,4 stars,2019,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,1 star,2019,moa
,,4 stars,2019,moa
,,4 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2021,moa
,,5 stars,2022,moa
,,4 stars,2019,moa
,,5 stars,2019,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2022,moa
,,3 stars,2023,moa
,,4 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,4 stars,2020,moa
,,5 stars,2023,moa
,,5 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2019,moa
,,5 stars,2022,moa
,,4 stars,2024,moa
,,5 stars,2020,moa
,,5 stars,2019,moa
,,1 star,2022,moa
,,5 stars,2023,moa
,,3 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,4 stars,2023,moa
,,5 stars,2021,moa
,,5 stars,2022,moa
,,4 stars,2023,moa
,,2 stars,2022,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,5 stars,2023,moa
,,3 stars,2021,moa
,,5 stars,2022,moa
,,5 stars,2020,moa
,,5 stars,2019,moa
