review_text,preprocessed_review_text,review_rating,review_year,branch,scores_roberta,neg,neu,pos,sentiment_int
Fun fun fun,fun,5 stars,2020,moa,"{'neg': 0.03664839, 'neu': 0.38175273, 'pos': 0.5815989}",0.03664839,0.38175273,0.5815989,positive
Ice skating on the 3rd floor of the main building. Totally cool and strange. Easy rental and entry. You can also book an instructor 😎 …,ice skate on the 3rd floor of main building totally cool and strange easy rental entry you can also book an instructor,5 stars,2024,moa,"{'neg': 0.0012930195, 'neu': 0.021648489, 'pos': 0.9770585}",0.0012930195,0.021648489,0.9770585,positive
"It's so much fun, it's worth the 2hours!!!
Face your fear to learn hahahahahahaha",its so much fun worth the 2hours face your fear to learn hahahahahahahaha,5 stars,2023,moa,"{'neg': 0.014205495, 'neu': 0.0542926, 'pos': 0.9315019}",0.014205495,0.0542926,0.9315019,positive
"I have only visited the Philippines once in a long time. I haven't been able to go there twice recently, so I will go again next time.
I decided to buy tickets on metrodeal today.
Once the tickets are purchased, you will have a strong motivation to take the time to play.",i have only visit the philippine once in a long time n't be able to go there twice recently so will again next decide buy ticket on metrodeal today be purchase you strong motivation take play,4 stars,2023,moa,"{'neg': 0.09714804, 'neu': 0.62023, 'pos': 0.2826219}",0.09714804,0.62023,0.2826219,neutral
"There are too many people, which makes the ice rink very humid and watery, and the smell of sweat is very strong.",there be too many people which make the ice rink very humid and watery smell of sweat be strong,3 stars,2024,moa,"{'neg': 0.72642744, 'neu': 0.25614685, 'pos': 0.017425714}",0.72642744,0.25614685,0.017425714,negative
"I think for a first timer like me, the overall experience was good. My only complaint would be their gears especially the ice skates. Bro they really stink so you need to disinfect after tying the laces lol. Filthy af. I hope they sanitize it",i think for a first timer like me the overall experience be good my only complaint would be their gear especially ice skate bro they really stink so you need to disinfect after tie lace lol filthy af hope sanitize it,4 stars,2023,moa,"{'neg': 0.51542825, 'neu': 0.325537, 'pos': 0.15903474}",0.51542825,0.325537,0.15903474,negative
"I don't know if I need to expect the stench from the helmet and skates, the stench is terrible.. I'm sorry, but I enjoy skating even if I smell something stinky

Just a tip, if you have your own skates and helmet, it's better to bring them, then regarding the ticket, get it earlier in the metro deal, you'll get cheaper anyway..

Ps, the staff are really nice.",i dont know if need to expect the stench from helmet and skate be terrible im sorry but enjoy skate even smell something stinky just a tip you have your own its better bring them then regard ticket get it earlier in metro deal 'll cheap anyway ps staff be really nice,3 stars,2023,moa,"{'neg': 0.24669942, 'neu': 0.40299115, 'pos': 0.35030946}",0.24669942,0.40299115,0.35030946,neutral
Was about to try skating for the first time because the next one is still available at 4pm. Next time. The prices are clean and posted outside and can be seen immediately.,be about to try skate for the first time because next one be still available at 4pm price be clean and post outside can be see immediately,4 stars,2023,moa,"{'neg': 0.0017654406, 'neu': 0.29714704, 'pos': 0.7010875}",0.0017654406,0.29714704,0.7010875,positive
"Skating was fun, I didn't expect to fall so many times haha ​​it's cheaper to book at metrodeal than to buy in line. It's a bit tiring to skate because you don't know if you might get hurt later, but just be careful. Probably not gonna be going here again because of the resulting tiredness but definitely one for the books",skating be fun i do n't expect to fall so many time haha ​​its cheap book at metrodeal than buy in line its a bit tire skate because you dont know if might get hurt later but just be careful probably not gon na go here again of the result tiredness definitely one for book,5 stars,2023,moa,"{'neg': 0.11017996, 'neu': 0.355118, 'pos': 0.534702}",0.11017996,0.355118,0.534702,positive
"A beautiful ice rink offers a large ice rink for hockey.
Players training in progress while I take photos.
Skating materials are rented to those who want to try.",a beautiful ice rink offer large for hockey player train in progress while i take photo skate material be rent to those who want try,4 stars,2023,moa,"{'neg': 0.0018361328, 'neu': 0.08589038, 'pos': 0.91227347}",0.0018361328,0.08589038,0.91227347,positive
"This place is amazingly fun, but I really couldn't stand the stench of the helmets, I'm not sure if they were sanitized and heated, even the shoes, the smell sticks to the hands and the shoes are stinky, I don't know what ways to get rid of the smell but I hope to find a way",this place be amazingly fun but i really couldnt stand the stench of helmet im not sure if they be sanitize and heat even shoe smell stick to hand be stinky dont know what way get rid hope find a way,4 stars,2023,moa,"{'neg': 0.8606163, 'neu': 0.11753953, 'pos': 0.0218442}",0.8606163,0.11753953,0.0218442,negative
"It is forbidden to vape but the very person who gave the skates vape! Another complaint, The guards themselves did not visit those who vaped near the CR/massage chair.!
Also, those at the cashier step 2 are rude, the ones who are too lazy to swipe the card, the machine for card payment is always offline! when you get angry, they just say that the card is fine, please educate yourself about using the card!!!! We have already visited a few times. but your reason is always offline when card payment! better remove it as an option for payment!!! We are just wondering because other establishments all their card terminals are working but this skating rink in our five visits is always offline!!! The cashier at STEP 2 is doing more work than to input the card!!! The skates are torn that's not minimaintained! Your staff need to be retrained at the skating rink MOA. It's a waste of time to visit! Very disappointed as a Tourist!",it be forbidden to vape but the very person who give skate another complaint guard themselves do not visit those vaped near crmassage chair also at cashier step 2 be rude one too lazy swipe card machine for payment always offline when you get angry they just say that fine please educate yourself about use we have already visit a few time your reason well remove as an option wonder because other establishment all their terminal work this skate rink in our five visit do more work than input torn thats minimaintained staff need be retrain moa its waste of time disappointed tourist,1 star,2023,moa,"{'neg': 0.7744326, 'neu': 0.20895731, 'pos': 0.016610127}",0.7744326,0.20895731,0.016610127,negative
"Beautiful place, cheap price, you can bring your children to play for a whole day ~
There is a bus on the first floor. You can go shopping in Makati in the evening or take a special bus to Okada to watch the water dance show😊 …",beautiful place cheap price you can bring your child to play for a whole day there be bus on the first floor go shopping in makati evening or take special okada watch water dance show,5 stars,2020,moa,"{'neg': 0.002217377, 'neu': 0.037406944, 'pos': 0.96037567}",0.002217377,0.037406944,0.96037567,positive
"It is located inside the Mall of Asia building. This is a skating rink located inside a huge mall in the land of eternal summer. When I first saw it, it suddenly appeared in front of me and I wondered why. Why is it so hot? That's what I thought, but I also thought that ice skating, a winter sport, could be practiced in hot weather and places. Above all, this coolness has become a place of relaxation in the Philippines, and considering that it has even led to the birth of Olympic athletes, I think it is a great achievement.
I don't know the quality of the ice cream because I have no experience with it, but it's a good place that many people can enjoy.",it be locate inside the mall of asia building this a skate rink huge in land eternal summer when i first saw suddenly appear front me and wonder why so hot thats what think but also that ice winter sport could be practice weather place above all coolness have become place relaxation philippine consider even lead to birth olympic athlete think great achievement dont know quality cream because have no experience with its good many people can enjoy,4 stars,2021,moa,"{'neg': 0.0401612, 'neu': 0.27586088, 'pos': 0.68397796}",0.0401612,0.27586088,0.68397796,positive
"I hope it's the first time for my son to be able to ice skate, because the timing is wrong, there are too many people, but I will make sure when we come back, we will try to be together.",i hope its the first time for my son to be able ice skate because timing be wrong there be too many people but will make sure when we come back try together,2 stars,2023,moa,"{'neg': 0.07879223, 'neu': 0.4444067, 'pos': 0.47680113}",0.07879223,0.4444067,0.47680113,positive
"It's as expected. If you want to play, it's recommended to wear a jacket. It will be a bit cold if you stay inside for a long time.",its as expect if you want to play recommend wear a jacket it will be bit cold stay inside for long time,5 stars,2019,moa,"{'neg': 0.24097948, 'neu': 0.66602856, 'pos': 0.092991985}",0.24097948,0.66602856,0.092991985,neutral
"The rink is well maintained, not too crowded and quite spacious.

425 pesos for entry and skate and helmet rental.

You also need to rent a locker to put your stuff in for 50 pesos.",the rink be well maintain not too crowd and quite spacious 425 peso for entry skate helmet rental you also need to rent a locker put your stuff in 50,4 stars,2020,moa,"{'neg': 0.007894529, 'neu': 0.43396586, 'pos': 0.5581396}",0.007894529,0.43396586,0.5581396,positive
It's tiring but it's fun. I already know.,its tiring but fun i already know,5 stars,2023,moa,"{'neg': 0.15301515, 'neu': 0.41168258, 'pos': 0.43530232}",0.15301515,0.41168258,0.43530232,positive
The coldest place in Manila. I haven’t skated on it. You can try it.,the cold place in manila i have n't skate on it you can try,3 stars,2017,moa,"{'neg': 0.32971317, 'neu': 0.6040669, 'pos': 0.06621996}",0.32971317,0.6040669,0.06621996,neutral
"You can play for 2 hours for 330 pesos.
Rental skates are sticky and smelly.",you can play for 2 hour 330 pesos rental skate be sticky and smelly,4 stars,2023,moa,"{'neg': 0.39658222, 'neu': 0.5264851, 'pos': 0.07693269}",0.39658222,0.5264851,0.07693269,neutral
People are ready .. Must go early . Especially weekends,people be ready must go early especially weekend,5 stars,2023,moa,"{'neg': 0.018298822, 'neu': 0.61702305, 'pos': 0.3646781}",0.018298822,0.61702305,0.3646781,neutral
"I had a lot of fun playing
It's cheap and there's a bear chair so even people who can't skate can have fun.
It was like sitting on a bear chair and pushing it from behind, and I had a lot of fun with it.",i have a lot of fun play its cheap and theres bear chair so even people who cant skate can have it be like sit on push from behind with,5 stars,2023,moa,"{'neg': 0.00538704, 'neu': 0.035791483, 'pos': 0.9588214}",0.00538704,0.035791483,0.9588214,positive
"I borrowed shoes from an ice skating event in the Philippines, but they were old and the laces were broken, there were holes in them, and my socks got wet.
The inside of my shoes also smell bad and it's the worst. It cost about 1,200 yen in Japanese yen, so I think the number of customers will decrease if we don't clean the necessary items properly.",i borrow shoe from an ice skate event in the philippine but they be old and lace break there hole them my sock get wet inside of also smell bad its bad it cost about 1200 yen japanese so think number customer will decrease if we do n't clean necessary item properly,1 star,2023,moa,"{'neg': 0.9358366, 'neu': 0.060676735, 'pos': 0.0034866994}",0.9358366,0.060676735,0.0034866994,negative
"Neutral rate is 3 out of 5
-1 nothing per hour
- 1 hour break to repair potholes
-1 made close for the viewer to pay
-1 in his view now, it was simple before, but now it's ugly...
+1 have new shoes because the shoes I got don't stink hehe and head cup to protect
+1 there is an ice bear to help others to enjoy and balance
So 3-4+2=1 🌟",neutral rate be 3 out of 5 1 nothing per hour break to repair pothole make close for the viewer pay in his view now it be simple before but its ugly have new shoe because i get dont stink hehe and head cup protect there an ice bear help others enjoy balance so 3421,1 star,2020,moa,"{'neg': 0.16531484, 'neu': 0.48527443, 'pos': 0.3494107}",0.16531484,0.48527443,0.3494107,neutral
fun and beautiful,fun and beautiful,4 stars,2023,moa,"{'neg': 0.0047889133, 'neu': 0.056669887, 'pos': 0.9385412}",0.0047889133,0.056669887,0.9385412,positive
"It covers a large area, but the food center still has international brands. Compared with shopping malls in Bangkok, it is still far behind.",it cover a large area but the food center still have international brand compare with shopping mall in bangkok be far behind,4 stars,2023,moa,"{'neg': 0.12465485, 'neu': 0.7312067, 'pos': 0.14413853}",0.12465485,0.7312067,0.14413853,neutral
He's ugly when you don't have Jowa with you. You should go here in pairs because you will be others. 😆 …,it 's ugly when you do n't have jowa with . should go here in pair because will be others,1 star,2023,moa,"{'neg': 0.7759086, 'neu': 0.20801732, 'pos': 0.016074063}",0.7759086,0.20801732,0.016074063,negative
The best But it's annoying,the best but its annoying,5 stars,2022,moa,"{'neg': 0.6125229, 'neu': 0.28076133, 'pos': 0.10671574}",0.6125229,0.28076133,0.10671574,negative
The skating shoes are all old and THEIR CR stinks! Disgusting!,the skating shoe be all old and their cr stink disgust,2 stars,2023,moa,"{'neg': 0.8985591, 'neu': 0.09326258, 'pos': 0.008178298}",0.8985591,0.09326258,0.008178298,negative
It's nice here when 10:00-11:30 there are only a few people here but in the afternoon we just adjust to the Rink being quite crowded but not full hehe,its nice here when 101130 there be only a few people but in the afternoon we just adjust to rink be quite crowd not full hehe,5 stars,2020,moa,"{'neg': 0.008330716, 'neu': 0.12896846, 'pos': 0.8627008}",0.008330716,0.12896846,0.8627008,positive
"I'm not good at using credit cards. The internet is slow and doesn't work... ah, shopping is a mess.",i 'm not good at use credit card . the internet be slow and do n't work shopping a mess,1 star,2023,moa,"{'neg': 0.96415704, 'neu': 0.03163954, 'pos': 0.0042034104}",0.96415704,0.03163954,0.0042034104,negative
Shouldn't be missed. Have a lot of fun. Prices are ok,shouldnt be miss have a lot of fun price be ok,5 stars,2023,moa,"{'neg': 0.008004941, 'neu': 0.08475451, 'pos': 0.9072405}",0.008004941,0.08475451,0.9072405,positive
I thought skating was easy haha ​​but it's still a fun experience,i think skate be easy haha ​​but its still a fun experience,4 stars,2023,moa,"{'neg': 0.0062033394, 'neu': 0.07281809, 'pos': 0.92097855}",0.0062033394,0.07281809,0.92097855,positive
It was my first time to try this ice skating. And yes super fun 😂 I'm just on the edge all the time 😂 It's hard to fall especially if there's no one to join but I'm pretty sure I'll get back to you 😋 …,it be my first time to try this ice skate and yes super fun im just on the edge all its hard fall especially if there no one join but pretty sure ill get back you,5 stars,2019,moa,"{'neg': 0.00262028, 'neu': 0.023022186, 'pos': 0.9743575}",0.00262028,0.023022186,0.9743575,positive
"it's ok, it's a bigger place in megamall.. it's been a while since the last time there was someone who didn't know how to hit me and I went over the floor.. I'm afraid I'm going to pass.. I'm sorry, sister.. hehe, it's ok at least not with my son.",its ok a big place in megamall be while since the last time there be someone who didnt know how to hit me and i go over floor im afraid go pass sorry sister hehe at least not with my son,5 stars,2019,moa,"{'neg': 0.29207304, 'neu': 0.5460769, 'pos': 0.16185004}",0.29207304,0.5460769,0.16185004,neutral
Didn't enter even the 2nd batch.,do n't enter even the 2nd batch,1 star,2023,moa,"{'neg': 0.33599132, 'neu': 0.63839275, 'pos': 0.025615953}",0.33599132,0.63839275,0.025615953,neutral
"It's a shame that we went early in the afternoon, it would have been worth it if we went there early🥴 …",its a shame that we go early in the afternoon it would have be worth if there,4 stars,2022,moa,"{'neg': 0.5968089, 'neu': 0.3492833, 'pos': 0.05390776}",0.5968089,0.3492833,0.05390776,negative
My son always enjoys it here!,my son always enjoy it here,5 stars,2020,moa,"{'neg': 0.0022480758, 'neu': 0.03306219, 'pos': 0.96468973}",0.0022480758,0.03306219,0.96468973,positive
"It is nice to practice, they have a new place in the mall of asia, they are a bit hidden.",it be nice to practice they have a new place in the mall of asia be bit hidden,5 stars,2020,moa,"{'neg': 0.008264379, 'neu': 0.23389792, 'pos': 0.75783765}",0.008264379,0.23389792,0.75783765,positive
"There is a bag storage area on the roadside on the first floor of the ice rink building - It's free across from the valet parking, but there's an atmosphere where you secretly want a tip - You just leave your bag there without knowing - You take the receipt - It seems like they use the receipt to retrieve your bag later and keep it only until operating hours.",there be a bag storage area on the roadside first floor of ice rink build its free across from valet parking but theres an atmosphere where you secretly want tip just leave your without know take receipt it seem like they use to retrieve later and keep only until operating hour,4 stars,2020,moa,"{'neg': 0.15900992, 'neu': 0.7621826, 'pos': 0.0788075}",0.15900992,0.7621826,0.0788075,neutral
He's bigger than before where the space is quite small.,he big than before where the space be quite small,5 stars,2018,moa,"{'neg': 0.040998556, 'neu': 0.60197973, 'pos': 0.3570217}",0.040998556,0.60197973,0.3570217,neutral
You experienced how cold he is and how he hurts at the same time,you experience how cold he be and hurt at the same time,5 stars,2021,moa,"{'neg': 0.7327529, 'neu': 0.25278553, 'pos': 0.01446156}",0.7327529,0.25278553,0.01446156,negative
"It's fun to ride while dragging a bear.
The hat and skates smelled really bad.",its fun to ride while drag a bear . the hat and skate smell really bad,4 stars,2023,moa,"{'neg': 0.31045797, 'neu': 0.38295928, 'pos': 0.30658275}",0.31045797,0.38295928,0.30658275,neutral
